country,year,age,gender,cases
ES,2008,25-34,M,355.0
ET,1995,25-34,M,1017.0
ET,1996,25-34,M,1609.0
ET,1997,25-34,M,2520.0
ET,1998,25-34,M,3187.0
ET,1999,25-34,M,3673.0
ET,2000,25-34,M,5187.0
ET,2001,25-34,M,5594.0
ET,2002,25-34,M,5669.0
ET,2003,25-34,M,6648.0
ET,2004,25-34,M,7002.0
ET,2005,25-34,M,6181.0
ET,2006,25-34,M,5950.0
ET,2007,25-34,M,6114.0
ET,2008,25-34,M,6794.0
FI,1995,25-34,M,10.0
FI,1996,25-34,M,5.0
FI,1997,25-34,M,5.0
FI,1998,25-34,M,4.0
FI,1999,25-34,M,4.0
FI,2000,25-34,M,8.0
FI,2001,25-34,M,9.0
FI,2002,25-34,M,5.0
FI,2003,25-34,M,3.0
FI,2004,25-34,M,5.0
FI,2005,25-34,M,4.0
FI,2006,25-34,M,6.0
FI,2007,25-34,M,5.0
FI,2008,25-34,M,5.0
FJ,1994,25-34,M,6.0
FJ,1995,25-34,M,10.0
FJ,1996,25-34,M,8.0
FJ,1997,25-34,M,8.0
FJ,1998,25-34,M,11.0
FJ,1999,25-34,M,7.0
FJ,2000,25-34,M,6.0
FJ,2001,25-34,M,8.0
FJ,2002,25-34,M,11.0
FJ,2003,25-34,M,9.0
FJ,2004,25-34,M,6.0
FJ,2005,25-34,M,18.0
FJ,2006,25-34,M,11.0
FJ,2007,25-34,M,7.0
FJ,2008,25-34,M,10.0
FM,1995,25-34,M,0.0
FM,1996,25-34,M,0.0
FM,1997,25-34,M,0.0
FM,1998,25-34,M,3.0
FM,2000,25-34,M,0.0
FM,2001,25-34,M,0.0
FM,2002,25-34,M,1.0
FM,2003,25-34,M,2.0
FM,2004,25-34,M,0.0
FM,2006,25-34,M,3.0
FM,2007,25-34,M,5.0
FM,2008,25-34,M,3.0
FR,1995,25-34,M,431.0
FR,1996,25-34,M,335.0
FR,1997,25-34,M,288.0
FR,1999,25-34,M,267.0
FR,2000,25-34,M,248.0
FR,2001,25-34,M,230.0
FR,2002,25-34,M,265.0
FR,2003,25-34,M,249.0
FR,2004,25-34,M,222.0
FR,2005,25-34,M,212.0
FR,2006,25-34,M,214.0
FR,2007,25-34,M,225.0
FR,2008,25-34,M,136.0
GA,1995,25-34,M,74.0
GA,1996,25-34,M,44.0
GA,1998,25-34,M,159.0
GA,1999,25-34,M,158.0
GA,2001,25-34,M,205.0
GA,2002,25-34,M,173.0
GA,2003,25-34,M,225.0
GA,2004,25-34,M,289.0
GA,2005,25-34,M,199.0
GA,2006,25-34,M,207.0
GA,2008,25-34,M,297.0
GB,1997,25-34,M,87.0
GB,1998,25-34,M,164.0
GB,1999,25-34,M,93.0
GB,2000,25-34,M,130.0
GB,2001,25-34,M,135.0
GB,2002,25-34,M,142.0
GB,2003,25-34,M,182.0
GB,2004,25-34,M,203.0
GB,2005,25-34,M,200.0
GB,2006,25-34,M,244.0
GB,2007,25-34,M,286.0
GB,2008,25-34,M,188.0
GD,1997,25-34,M,1.0
GD,1998,25-34,M,0.0
GD,1999,25-34,M,1.0
GD,2006,25-34,M,1.0
GE,1995,25-34,M,30.0
GE,1996,25-34,M,82.0
GE,1997,25-34,M,97.0
GE,1998,25-34,M,91.0
GE,1999,25-34,M,176.0
GE,2000,25-34,M,111.0
GE,2001,25-34,M,233.0
GE,2002,25-34,M,197.0
GE,2003,25-34,M,220.0
GE,2004,25-34,M,292.0
GE,2005,25-34,M,272.0
GE,2006,25-34,M,392.0
GE,2007,25-34,M,388.0
GE,2008,25-34,M,974.0
GH,1995,25-34,M,397.0
GH,1996,25-34,M,345.0
GH,1997,25-34,M,941.0
GH,1998,25-34,M,1009.0
GH,1999,25-34,M,1132.0
GH,2000,25-34,M,1266.0
GH,2001,25-34,M,1223.0
GH,2002,25-34,M,1245.0
GH,2003,25-34,M,1265.0
GH,2004,25-34,M,1246.0
GH,2005,25-34,M,1201.0
GH,2006,25-34,M,1273.0
GH,2007,25-34,M,1164.0
GM,1995,25-34,M,181.0
GM,1996,25-34,M,148.0
GM,1997,25-34,M,219.0
GM,1998,25-34,M,193.0
GM,1999,25-34,M,180.0
GM,2002,25-34,M,240.0
GM,2003,25-34,M,236.0
GM,2004,25-34,M,260.0
GM,2005,25-34,M,292.0
GM,2006,25-34,M,284.0
GM,2008,25-34,M,307.0
GN,1995,25-34,M,538.0
GN,1996,25-34,M,631.0
GN,1997,25-34,M,653.0
GN,1998,25-34,M,763.0
GN,1999,25-34,M,736.0
GN,2000,25-34,M,860.0
GN,2001,25-34,M,876.0
GN,2002,25-34,M,958.0
GN,2003,25-34,M,1052.0
GN,2004,25-34,M,1091.0
GN,2005,25-34,M,1165.0
GN,2006,25-34,M,1168.0
GN,2007,25-34,M,1315.0
GN,2008,25-34,M,1419.0
GQ,1995,25-34,M,45.0
GQ,1997,25-34,M,40.0
GQ,1998,25-34,M,46.0
GQ,2004,25-34,M,63.0
GQ,2008,25-34,M,95.0
GR,1997,25-34,M,30.0
GR,1998,25-34,M,31.0
GR,1999,25-34,M,11.0
GR,2000,25-34,M,22.0
GR,2001,25-34,M,23.0
GR,2002,25-34,M,13.0
GR,2003,25-34,M,28.0
GR,2004,25-34,M,14.0
GR,2005,25-34,M,25.0
GR,2006,25-34,M,32.0
GR,2007,25-34,M,22.0
GR,2008,25-34,M,14.0
GT,1995,25-34,M,280.0
GT,1996,25-34,M,230.0
GT,1997,25-34,M,217.0
GT,1998,25-34,M,248.0
GT,1999,25-34,M,248.0
GT,2000,25-34,M,236.0
GT,2001,25-34,M,201.0
GT,2002,25-34,M,219.0
GT,2003,25-34,M,200.0
GT,2004,25-34,M,291.0
GT,2005,25-34,M,258.0
GT,2007,25-34,M,207.0
GT,2008,25-34,M,257.0
GU,2000,25-34,M,6.0
GU,2001,25-34,M,4.0
GU,2002,25-34,M,5.0
GU,2003,25-34,M,1.0
GU,2004,25-34,M,1.0
GU,2005,25-34,M,4.0
GU,2006,25-34,M,1.0
GU,2007,25-34,M,0.0
GU,2008,25-34,M,1.0
GW,1996,25-34,M,159.0
GW,2000,25-34,M,92.0
GW,2002,25-34,M,146.0
GW,2003,25-34,M,153.0
GW,2004,25-34,M,175.0
GW,2005,25-34,M,167.0
GW,2006,25-34,M,178.0
GW,2008,25-34,M,194.0
GY,1995,25-34,M,5.0
GY,1996,25-34,M,14.0
GY,1997,25-34,M,19.0
GY,1998,25-34,M,56.0
GY,2000,25-34,M,19.0
GY,2001,25-34,M,47.0
GY,2002,25-34,M,90.0
GY,2003,25-34,M,111.0
GY,2004,25-34,M,113.0
GY,2005,25-34,M,130.0
GY,2006,25-34,M,61.0
GY,2007,25-34,M,43.0
GY,2008,25-34,M,51.0
HK,1997,25-34,M,122.0
HK,1999,25-34,M,121.0
HK,2000,25-34,M,102.0
HK,2001,25-34,M,99.0
HK,2002,25-34,M,105.0
HK,2003,25-34,M,91.0
HK,2004,25-34,M,94.0
HK,2005,25-34,M,84.0
HK,2006,25-34,M,84.0
HK,2007,25-34,M,80.0
HK,2008,25-34,M,79.0
HN,1995,25-34,M,540.0
HN,1996,25-34,M,389.0
HN,1997,25-34,M,321.0
HN,1998,25-34,M,256.0
HN,1999,25-34,M,268.0
HN,2000,25-34,M,371.0
HN,2001,25-34,M,509.0
HN,2002,25-34,M,519.0
HN,2003,25-34,M,344.0
HN,2004,25-34,M,379.0
HN,2005,25-34,M,280.0
HN,2006,25-34,M,297.0
HN,2007,25-34,M,293.0
HN,2008,25-34,M,263.0
HR,1995,25-34,M,97.0
HR,1997,25-34,M,88.0
HR,1998,25-34,M,81.0
HR,1999,25-34,M,45.0
HR,2001,25-34,M,64.0
HR,2002,25-34,M,40.0
HR,2003,25-34,M,27.0
HR,2004,25-34,M,32.0
HR,2005,25-34,M,27.0
HR,2006,25-34,M,23.0
HR,2008,25-34,M,25.0
HT,1996,25-34,M,438.0
HT,1997,25-34,M,817.0
HT,1998,25-34,M,971.0
HT,1999,25-34,M,1059.0
HT,2000,25-34,M,898.0
HT,2001,25-34,M,785.0
HT,2002,25-34,M,904.0
HT,2003,25-34,M,981.0
HT,2004,25-34,M,964.0
HT,2005,25-34,M,1035.0
HT,2006,25-34,M,1132.0
HT,2007,25-34,M,1199.0
HT,2008,25-34,M,1337.0
HU,1996,25-34,M,139.0
HU,1997,25-34,M,51.0
HU,1998,25-34,M,64.0
HU,1999,25-34,M,48.0
HU,2000,25-34,M,24.0
HU,2001,25-34,M,42.0
HU,2002,25-34,M,41.0
HU,2003,25-34,M,30.0
HU,2004,25-34,M,38.0
HU,2005,25-34,M,24.0
HU,2006,25-34,M,31.0
HU,2007,25-34,M,31.0
HU,2008,25-34,M,23.0
ID,1995,25-34,M,297.0
ID,1996,25-34,M,1349.0
ID,1997,25-34,M,2139.0
ID,1998,25-34,M,3873.0
ID,1999,25-34,M,5277.0
ID,2001,25-34,M,7279.0
ID,2002,25-34,M,10248.0
ID,2003,25-34,M,12647.0
ID,2004,25-34,M,17137.0
ID,2005,25-34,M,20906.0
ID,2006,25-34,M,22752.0
ID,2007,25-34,M,21297.0
ID,2008,25-34,M,22325.0
IE,1998,25-34,M,8.0
IE,1999,25-34,M,15.0
IE,2000,25-34,M,7.0
IE,2001,25-34,M,12.0
IE,2002,25-34,M,18.0
IE,2003,25-34,M,11.0
IE,2004,25-34,M,17.0
IE,2005,25-34,M,10.0
IE,2006,25-34,M,18.0
IE,2007,25-34,M,49.0
IE,2008,25-34,M,18.0
IL,1996,25-34,M,18.0
IL,1997,25-34,M,27.0
IL,1998,25-34,M,29.0
IL,1999,25-34,M,22.0
IL,2000,25-34,M,28.0
IL,2001,25-34,M,26.0
IL,2002,25-34,M,18.0
IL,2003,25-34,M,12.0
IL,2004,25-34,M,7.0
IL,2005,25-34,M,10.0
IL,2006,25-34,M,12.0
IL,2007,25-34,M,20.0
IL,2008,25-34,M,25.0
IN,1995,25-34,M,391.0
IN,1996,25-34,M,1143.0
IN,1997,25-34,M,1351.0
IN,1998,25-34,M,2013.0
IN,1999,25-34,M,8856.0
IN,2000,25-34,M,31090.0
IN,2001,25-34,M,30007.0
IN,2002,25-34,M,54719.0
IN,2003,25-34,M,61758.0
IN,2004,25-34,M,72132.0
IN,2005,25-34,M,74678.0
IN,2006,25-34,M,79037.0
IN,2007,25-34,M,83850.0
IN,2008,25-34,M,83798.0
IQ,1995,25-34,M,1409.0
IQ,1997,25-34,M,708.0
IQ,1998,25-34,M,781.0
IQ,1999,25-34,M,1246.0
IQ,2000,25-34,M,317.0
IQ,2001,25-34,M,737.0
IQ,2002,25-34,M,923.0
IQ,2003,25-34,M,876.0
IQ,2004,25-34,M,770.0
IQ,2005,25-34,M,644.0
IQ,2006,25-34,M,593.0
IQ,2007,25-34,M,531.0
IQ,2008,25-34,M,525.0
IR,1995,25-34,M,754.0
IR,1996,25-34,M,449.0
IR,1997,25-34,M,470.0
IR,1998,25-34,M,492.0
IR,1999,25-34,M,460.0
IR,2000,25-34,M,467.0
IR,2001,25-34,M,529.0
IR,2002,25-34,M,502.0
IR,2003,25-34,M,528.0
IR,2004,25-34,M,542.0
IR,2005,25-34,M,531.0
IR,2006,25-34,M,495.0
IR,2007,25-34,M,511.0
IR,2008,25-34,M,466.0
IS,1995,25-34,M,0.0
IS,1997,25-34,M,0.0
IS,1998,25-34,M,1.0
IS,2002,25-34,M,0.0
IS,2003,25-34,M,0.0
IS,2004,25-34,M,0.0
IS,2005,25-34,M,0.0
IS,2006,25-34,M,0.0
IS,2007,25-34,M,0.0
IS,2008,25-34,M,1.0
IT,1995,25-34,M,202.0
IT,1996,25-34,M,196.0
IT,1997,25-34,M,228.0
IT,1998,25-34,M,327.0
IT,1999,25-34,M,155.0
IT,2000,25-34,M,96.0
IT,2001,25-34,M,130.0
IT,2002,25-34,M,139.0
IT,2003,25-34,M,219.0
IT,2004,25-34,M,130.0
IT,2005,25-34,M,191.0
IT,2006,25-34,M,201.0
IT,2007,25-34,M,170.0
IT,2008,25-34,M,148.0
JM,1995,25-34,M,14.0
JM,1996,25-34,M,10.0
JM,1997,25-34,M,9.0
JM,1998,25-34,M,19.0
JM,1999,25-34,M,16.0
JM,2000,25-34,M,13.0
JM,2001,25-34,M,9.0
JM,2002,25-34,M,11.0
JM,2003,25-34,M,9.0
JM,2004,25-34,M,7.0
JM,2005,25-34,M,6.0
JM,2006,25-34,M,10.0
JM,2007,25-34,M,10.0
JM,2008,25-34,M,10.0
JO,1995,25-34,M,37.0
JO,1996,25-34,M,30.0
JO,1997,25-34,M,18.0
JO,1998,25-34,M,26.0
JO,1999,25-34,M,19.0
JO,2000,25-34,M,16.0
JO,2001,25-34,M,22.0
JO,2002,25-34,M,9.0
JO,2003,25-34,M,20.0
JO,2004,25-34,M,12.0
JO,2005,25-34,M,17.0
JO,2006,25-34,M,23.0
JO,2007,25-34,M,20.0
JO,2008,25-34,M,10.0
JP,1995,25-34,M,627.0
JP,1996,25-34,M,621.0
JP,1997,25-34,M,625.0
JP,1998,25-34,M,597.0
JP,1999,25-34,M,623.0
JP,2000,25-34,M,572.0
JP,2001,25-34,M,576.0
JP,2002,25-34,M,549.0
JP,2003,25-34,M,521.0
JP,2004,25-34,M,462.0
JP,2005,25-34,M,488.0
JP,2006,25-34,M,436.0
JP,2007,25-34,M,372.0
JP,2008,25-34,M,339.0
KE,1995,25-34,M,3073.0
KE,1996,25-34,M,3820.0
KE,1997,25-34,M,4374.0
KE,1998,25-34,M,5477.0
KE,1999,25-34,M,6078.0
KE,2000,25-34,M,6653.0
KE,2001,25-34,M,7070.0
KE,2002,25-34,M,7708.0
KE,2003,25-34,M,8515.0
KE,2004,25-34,M,9016.0
KE,2005,25-34,M,8832.0
KE,2006,25-34,M,8229.0
KE,2007,25-34,M,8132.0
KE,2008,25-34,M,8128.0
KG,1995,25-34,M,171.0
KG,1996,25-34,M,210.0
KG,1997,25-34,M,381.0
KG,1998,25-34,M,176.0
KG,1999,25-34,M,388.0
KG,2000,25-34,M,227.0
KG,2001,25-34,M,287.0
KG,2002,25-34,M,268.0
KG,2003,25-34,M,298.0
KG,2004,25-34,M,277.0
KG,2005,25-34,M,303.0
KG,2006,25-34,M,298.0
KG,2007,25-34,M,274.0
KG,2008,25-34,M,275.0
KH,1995,25-34,M,1244.0
KH,1996,25-34,M,1272.0
KH,1998,25-34,M,1330.0
KH,1999,25-34,M,1389.0
KH,2000,25-34,M,1323.0
KH,2001,25-34,M,1302.0
KH,2002,25-34,M,1449.0
KH,2003,25-34,M,1514.0
KH,2004,25-34,M,1466.0
KH,2005,25-34,M,1600.0
KH,2006,25-34,M,1486.0
KH,2007,25-34,M,1526.0
KH,2008,25-34,M,1570.0
KI,1996,25-34,M,1.0
KI,1997,25-34,M,0.0
KI,1998,25-34,M,10.0
KI,1999,25-34,M,4.0
KI,2000,25-34,M,3.0
KI,2001,25-34,M,7.0
KI,2002,25-34,M,1.0
KI,2003,25-34,M,5.0
KI,2004,25-34,M,10.0
KI,2005,25-34,M,15.0
KI,2006,25-34,M,18.0
KI,2007,25-34,M,7.0
KI,2008,25-34,M,9.0
KM,1995,25-34,M,13.0
KM,1996,25-34,M,16.0
KM,1998,25-34,M,10.0
KM,2000,25-34,M,7.0
KM,2001,25-34,M,11.0
KM,2002,25-34,M,9.0
KM,2003,25-34,M,12.0
KM,2005,25-34,M,9.0
KM,2006,25-34,M,9.0
KM,2008,25-34,M,11.0
KN,1996,25-34,M,1.0
KN,1998,25-34,M,0.0
KN,2007,25-34,M,1.0
KN,2008,25-34,M,0.0
KP,1997,25-34,M,430.0
KP,1998,25-34,M,36.0
KP,1999,25-34,M,438.0
KP,2000,25-34,M,1508.0
KP,2001,25-34,M,1593.0
KP,2002,25-34,M,2282.0
KP,2003,25-34,M,2279.0
KP,2004,25-34,M,2559.0
KP,2005,25-34,M,2422.0
KP,2006,25-34,M,2393.0
KP,2007,25-34,M,2748.0
KP,2008,25-34,M,3320.0
KR,1995,25-34,M,1613.0
KR,1996,25-34,M,1587.0
KR,1997,25-34,M,1276.0
KR,1998,25-34,M,1334.0
KR,1999,25-34,M,1205.0
KR,2000,25-34,M,1085.0
KR,2001,25-34,M,1415.0
KR,2002,25-34,M,1333.0
KR,2003,25-34,M,1208.0
KR,2004,25-34,M,1276.0
KR,2005,25-34,M,1171.0
KR,2006,25-34,M,1109.0
KR,2007,25-34,M,953.0
KR,2008,25-34,M,865.0
KW,1995,25-34,M,51.0
KW,1996,25-34,M,45.0
KW,1997,25-34,M,38.0
KW,1998,25-34,M,42.0
KW,1999,25-34,M,49.0
KW,2000,25-34,M,44.0
KW,2001,25-34,M,37.0
KW,2002,25-34,M,47.0
KW,2003,25-34,M,39.0
KW,2004,25-34,M,63.0
KW,2005,25-34,M,45.0
KW,2006,25-34,M,72.0
KW,2007,25-34,M,69.0
KW,2008,25-34,M,90.0
KY,1998,25-34,M,0.0
KY,1999,25-34,M,0.0
KY,2000,25-34,M,3.0
KY,2001,25-34,M,1.0
KY,2003,25-34,M,0.0
KY,2004,25-34,M,0.0
KY,2006,25-34,M,0.0
KY,2007,25-34,M,0.0
KZ,1997,25-34,M,827.0
KZ,1998,25-34,M,1009.0
KZ,1999,25-34,M,1217.0
KZ,2000,25-34,M,1409.0
KZ,2001,25-34,M,1477.0
KZ,2002,25-34,M,1565.0
KZ,2004,25-34,M,1291.0
KZ,2005,25-34,M,1142.0
KZ,2006,25-34,M,981.0
KZ,2007,25-34,M,976.0
KZ,2008,25-34,M,968.0
LA,1995,25-34,M,71.0
LA,1996,25-34,M,80.0
LA,1997,25-34,M,91.0
LA,1998,25-34,M,152.0
LA,1999,25-34,M,175.0
LA,2000,25-34,M,128.0
LA,2001,25-34,M,137.0
LA,2002,25-34,M,159.0
LA,2003,25-34,M,180.0
LA,2004,25-34,M,181.0
LA,2005,25-34,M,223.0
LA,2006,25-34,M,245.0
LA,2007,25-34,M,258.0
LA,2008,25-34,M,262.0
LB,1995,25-34,M,32.0
LB,1996,25-34,M,41.0
LB,1997,25-34,M,33.0
LB,1998,25-34,M,33.0
LB,1999,25-34,M,44.0
LB,2000,25-34,M,28.0
LB,2001,25-34,M,20.0
LB,2002,25-34,M,25.0
LB,2003,25-34,M,26.0
LB,2004,25-34,M,25.0
LB,2005,25-34,M,19.0
LB,2006,25-34,M,12.0
LB,2007,25-34,M,19.0
LB,2008,25-34,M,14.0
LC,1997,25-34,M,1.0
LC,1998,25-34,M,1.0
LC,2000,25-34,M,0.0
LC,2001,25-34,M,1.0
LC,2002,25-34,M,1.0
LC,2003,25-34,M,0.0
LC,2004,25-34,M,0.0
LC,2005,25-34,M,0.0
LC,2007,25-34,M,3.0
LC,2008,25-34,M,0.0
LK,1995,25-34,M,361.0
LK,1996,25-34,M,327.0
LK,1997,25-34,M,390.0
LK,1998,25-34,M,430.0
LK,1999,25-34,M,406.0
LK,2000,25-34,M,459.0
LK,2001,25-34,M,446.0
LK,2002,25-34,M,411.0
LK,2003,25-34,M,467.0
LK,2004,25-34,M,472.0
LK,2005,25-34,M,520.0
LK,2006,25-34,M,496.0
LK,2007,25-34,M,477.0
LK,2008,25-34,M,488.0
LR,1996,25-34,M,105.0
LR,1998,25-34,M,229.0
LR,2000,25-34,M,196.0
LR,2001,25-34,M,174.0
LR,2002,25-34,M,315.0
LR,2003,25-34,M,215.0
LR,2004,25-34,M,427.0
LR,2005,25-34,M,352.0
LR,2006,25-34,M,442.0
LR,2008,25-34,M,412.0
LS,1995,25-34,M,214.0
LS,1996,25-34,M,272.0
LS,1997,25-34,M,392.0
LS,1998,25-34,M,407.0
LS,2000,25-34,M,458.0
LS,2002,25-34,M,547.0
LS,2003,25-34,M,614.0
LS,2004,25-34,M,728.0
LS,2005,25-34,M,695.0
LS,2006,25-34,M,628.0
LS,2007,25-34,M,135.0
LS,2008,25-34,M,615.0
LT,1995,25-34,M,132.0
LT,1996,25-34,M,133.0
LT,1997,25-34,M,136.0
LT,1998,25-34,M,77.0
LT,1999,25-34,M,90.0
LT,2000,25-34,M,97.0
LT,2001,25-34,M,112.0
LT,2002,25-34,M,95.0
LT,2003,25-34,M,116.0
LT,2004,25-34,M,100.0
LT,2005,25-34,M,118.0
LT,2006,25-34,M,120.0
LT,2007,25-34,M,77.0
LT,2008,25-34,M,110.0
LU,1996,25-34,M,3.0
LU,1997,25-34,M,2.0
LU,1998,25-34,M,6.0
LU,2001,25-34,M,1.0
LU,2002,25-34,M,1.0
LU,2003,25-34,M,10.0
LU,2004,25-34,M,0.0
LU,2005,25-34,M,2.0
LU,2006,25-34,M,3.0
LU,2007,25-34,M,0.0
LU,2008,25-34,M,0.0
LV,1995,25-34,M,44.0
LV,1996,25-34,M,69.0
LV,1997,25-34,M,109.0
LV,1998,25-34,M,105.0
LV,1999,25-34,M,87.0
LV,2000,25-34,M,106.0
LV,2001,25-34,M,109.0
LV,2002,25-34,M,98.0
LV,2003,25-34,M,74.0
LV,2004,25-34,M,74.0
LV,2005,25-34,M,71.0
LV,2006,25-34,M,78.0
LV,2007,25-34,M,65.0
LV,2008,25-34,M,54.0
LY,1995,25-34,M,212.0
LY,1996,25-34,M,142.0
LY,1999,25-34,M,257.0
LY,2000,25-34,M,239.0
LY,2003,25-34,M,266.0
LY,2004,25-34,M,310.0
LY,2005,25-34,M,293.0
LY,2006,25-34,M,247.0
LY,2007,25-34,M,143.0
LY,2008,25-34,M,298.0
MA,1995,25-34,M,2872.0
MA,1996,25-34,M,2844.0
MA,1997,25-34,M,2891.0
MA,1998,25-34,M,2573.0
MA,1999,25-34,M,2696.0
MA,2000,25-34,M,2423.0
MA,2001,25-34,M,2256.0
MA,2002,25-34,M,2341.0
MA,2003,25-34,M,2347.0
MA,2004,25-34,M,2397.0
MA,2005,25-34,M,2515.0
MA,2006,25-34,M,2373.0
MA,2007,25-34,M,2370.0
MA,2008,25-34,M,2372.0
MC,1999,25-34,M,0.0
MD,1995,25-34,M,115.0
MD,1996,25-34,M,33.0
MD,1997,25-34,M,65.0
MD,1998,25-34,M,67.0
MD,1999,25-34,M,123.0
MD,2000,25-34,M,31.0
MD,2001,25-34,M,197.0
MD,2002,25-34,M,220.0
MD,2003,25-34,M,201.0
MD,2004,25-34,M,277.0
MD,2005,25-34,M,337.0
MD,2006,25-34,M,302.0
MD,2007,25-34,M,281.0
MD,2008,25-34,M,271.0
ME,2005,25-34,M,5.0
ME,2006,25-34,M,7.0
ME,2007,25-34,M,6.0
ME,2008,25-34,M,7.0
MG,1995,25-34,M,1289.0
MG,1996,25-34,M,1325.0
MG,1998,25-34,M,1545.0
MG,2001,25-34,M,1588.0
MG,2002,25-34,M,1594.0
MG,2003,25-34,M,1830.0
MG,2004,25-34,M,1593.0
MG,2005,25-34,M,1867.0
MG,2006,25-34,M,2391.0
MG,2007,25-34,M,2353.0
MG,2008,25-34,M,2294.0
MH,1996,25-34,M,3.0
MH,1998,25-34,M,0.0
MH,1999,25-34,M,3.0
MH,2000,25-34,M,4.0
MH,2001,25-34,M,4.0
MH,2002,25-34,M,2.0
MH,2003,25-34,M,2.0
MH,2004,25-34,M,4.0
MH,2005,25-34,M,4.0
MH,2006,25-34,M,3.0
MH,2007,25-34,M,1.0
MH,2008,25-34,M,1.0
MK,1995,25-34,M,42.0
MK,1996,25-34,M,20.0
MK,1997,25-34,M,21.0
MK,1998,25-34,M,19.0
MK,1999,25-34,M,10.0
MK,2000,25-34,M,14.0
MK,2001,25-34,M,17.0
MK,2002,25-34,M,17.0
MK,2003,25-34,M,23.0
MK,2004,25-34,M,18.0
MK,2005,25-34,M,20.0
MK,2006,25-34,M,15.0
MK,2007,25-34,M,22.0
MK,2008,25-34,M,21.0
ML,1995,25-34,M,357.0
ML,1996,25-34,M,408.0
ML,1997,25-34,M,559.0
ML,1998,25-34,M,501.0
ML,1999,25-34,M,475.0
ML,2000,25-34,M,430.0
ML,2002,25-34,M,547.0
ML,2003,25-34,M,619.0
ML,2004,25-34,M,584.0
ML,2005,25-34,M,628.0
ML,2006,25-34,M,679.0
ML,2007,25-34,M,696.0
ML,2008,25-34,M,809.0
MM,1995,25-34,M,1423.0
MM,1996,25-34,M,1511.0
MM,1997,25-34,M,1452.0
MM,1998,25-34,M,1491.0
MM,1999,25-34,M,1800.0
MM,2000,25-34,M,2636.0
MM,2001,25-34,M,3253.0
MM,2002,25-34,M,3986.0
MM,2003,25-34,M,4408.0
MM,2004,25-34,M,5025.0
MM,2005,25-34,M,5877.0
MM,2006,25-34,M,6328.0
MM,2007,25-34,M,6569.0
MM,2008,25-34,M,6311.0
MN,1994,25-34,M,40.0
MN,1995,25-34,M,111.0
MN,1996,25-34,M,150.0
MN,1997,25-34,M,298.0
MN,1998,25-34,M,251.0
MN,1999,25-34,M,314.0
MN,2000,25-34,M,260.0
MN,2001,25-34,M,269.0
MN,2002,25-34,M,272.0
MN,2003,25-34,M,217.0
MN,2004,25-34,M,256.0
MN,2005,25-34,M,253.0
MN,2006,25-34,M,335.0
MN,2007,25-34,M,270.0
MN,2008,25-34,M,260.0
MO,1995,25-34,M,19.0
MO,1996,25-34,M,29.0
MO,1997,25-34,M,38.0
MO,1998,25-34,M,26.0
MO,2000,25-34,M,8.0
MO,2001,25-34,M,17.0
MO,2002,25-34,M,8.0
MO,2003,25-34,M,9.0
MO,2004,25-34,M,7.0
MO,2005,25-34,M,9.0
MO,2006,25-34,M,6.0
MO,2007,25-34,M,12.0
MO,2008,25-34,M,12.0
MP,1995,25-34,M,3.0
MP,1996,25-34,M,8.0
MP,1998,25-34,M,6.0
MP,2000,25-34,M,8.0
MP,2001,25-34,M,3.0
MP,2002,25-34,M,3.0
MP,2003,25-34,M,2.0
MP,2004,25-34,M,2.0
MP,2005,25-34,M,1.0
MP,2006,25-34,M,2.0
MP,2007,25-34,M,0.0
MP,2008,25-34,M,0.0
MR,1997,25-34,M,321.0
MR,1999,25-34,M,450.0
MR,2004,25-34,M,343.0
MR,2006,25-34,M,294.0
MR,2007,25-34,M,355.0
MR,2008,25-34,M,292.0
MS,2003,25-34,M,1.0
MS,2004,25-34,M,0.0
MT,1995,25-34,M,0.0
MT,1996,25-34,M,0.0
MT,1997,25-34,M,0.0
MT,1998,25-34,M,0.0
MT,1999,25-34,M,1.0
MT,2000,25-34,M,0.0
MT,2002,25-34,M,0.0
MT,2003,25-34,M,1.0
MT,2004,25-34,M,0.0
MT,2005,25-34,M,1.0
MT,2006,25-34,M,0.0
MT,2007,25-34,M,2.0
MT,2008,25-34,M,6.0
MU,1995,25-34,M,13.0
MU,1998,25-34,M,10.0
MU,1999,25-34,M,20.0
MU,2000,25-34,M,9.0
MU,2002,25-34,M,6.0
MU,2003,25-34,M,12.0
MU,2004,25-34,M,13.0
MU,2005,25-34,M,15.0
MU,2006,25-34,M,9.0
MU,2007,25-34,M,9.0
MU,2008,25-34,M,15.0
MV,1995,25-34,M,11.0
MV,1996,25-34,M,9.0
MV,1997,25-34,M,6.0
MV,1998,25-34,M,18.0
MV,1999,25-34,M,8.0
MV,2000,25-34,M,10.0
MV,2001,25-34,M,5.0
MV,2002,25-34,M,9.0
MV,2003,25-34,M,7.0
MV,2004,25-34,M,11.0
MV,2005,25-34,M,8.0
MV,2006,25-34,M,9.0
MV,2007,25-34,M,4.0
MV,2008,25-34,M,11.0
MW,1995,25-34,M,1195.0
MW,1996,25-34,M,1388.0
MW,1997,25-34,M,1418.0
MW,1998,25-34,M,1581.0
MW,1999,25-34,M,1475.0
MW,2000,25-34,M,1476.0
MW,2001,25-34,M,1486.0
MW,2003,25-34,M,1374.0
MW,2004,25-34,M,1505.0
MW,2005,25-34,M,1653.0
MW,2006,25-34,M,1647.0
MW,2007,25-34,M,1454.0
MW,2008,25-34,M,1562.0
